,DATA,DECISIONE,ANDAMENTO MERCATO,OPEN,MAX,MIN,CLOSE,VOLUME,CLOSE-OPEN
566,01/04/2015,HOLD,1,11902.0,12147.5,11870.0,12071.0,119442,169.0
567,02/04/2015,HOLD,-1,12056.0,12058.0,11959.0,12011.0,69500,-45.0
568,07/04/2015,HOLD,1,12081.0,12177.5,12061.5,12103.5,86975,22.5
569,08/04/2015,HOLD,-1,12105.0,12158.0,12044.5,12088.5,82429,-16.5
570,09/04/2015,BUY,1,12106.5,12253.5,12074.0,12233.0,82641,126.5
571,10/04/2015,BUY,1,12236.5,12429.5,12233.0,12422.0,90908,185.5
572,13/04/2015,BUY,-1,12408.5,12426.5,12306.0,12325.0,81138,-83.5
573,14/04/2015,HOLD,-1,12350.0,12376.5,12213.5,12294.5,104593,-55.5
574,15/04/2015,HOLD,-1,12294.0,12361.0,12229.5,12250.0,75966,-44.0
575,16/04/2015,HOLD,-1,12271.5,12282.0,11997.5,12028.0,115420,-243.5
576,17/04/2015,HOLD,-1,12025.5,12052.5,11665.0,11691.5,152976,-334.0
577,20/04/2015,BUY,1,11740.5,11938.5,11717.5,11899.0,94944,158.5
578,21/04/2015,HOLD,1,11945.0,12113.5,11940.5,11996.0,120011,51.0
579,22/04/2015,HOLD,-1,12013.0,12075.5,11816.0,11947.0,124428,-66.0
580,23/04/2015,HOLD,-1,11947.0,11979.0,11703.0,11813.0,128348,-134.0
581,24/04/2015,HOLD,1,11790.0,11916.0,11737.0,11843.5,106751,53.5
582,27/04/2015,HOLD,1,11863.0,12085.0,11758.5,12035.0,123560,172.0
583,28/04/2015,HOLD,-1,12037.5,12085.0,11773.0,11866.0,115038,-171.5
584,29/04/2015,BUY,-1,11836.5,11912.5,11384.0,11516.5,177688,-320.0
585,30/04/2015,HOLD,-1,11476.0,11592.0,11353.0,11420.0,157768,-56.0
586,04/05/2015,HOLD,1,11535.5,11680.5,11424.5,11630.0,87632,94.5
587,05/05/2015,SELL,-1,11606.5,11771.5,11312.0,11345.0,150944,-261.5
588,06/05/2015,HOLD,-1,11390.0,11475.5,11252.0,11354.0,128731,-36.0
589,07/05/2015,SELL,1,11367.0,11453.0,11178.0,11405.0,121817,38.0
590,08/05/2015,HOLD,1,11445.0,11745.0,11424.5,11725.0,108250,280.0
591,11/05/2015,HOLD,-1,11727.0,11731.5,11612.0,11633.0,78086,-94.0
592,12/05/2015,HOLD,-1,11645.5,11659.5,11387.5,11499.0,125533,-146.5
593,13/05/2015,HOLD,-1,11530.5,11608.0,11304.0,11341.5,116914,-189.0
594,14/05/2015,HOLD,1,11333.5,11593.5,11225.0,11577.5,97178,244.0
595,15/05/2015,SELL,-1,11570.0,11649.0,11388.0,11477.5,102829,-92.5
596,18/05/2015,BUY,1,11480.5,11645.5,11385.5,11635.0,100265,154.5
597,19/05/2015,SELL,1,11669.0,11888.0,11655.0,11820.0,117057,151.0
598,20/05/2015,HOLD,1,11846.5,11893.0,11788.5,11863.0,72356,16.5
599,21/05/2015,HOLD,1,11851.5,11902.5,11766.0,11881.0,70200,29.5
600,22/05/2015,BUY,-1,11887.0,11888.0,11796.5,11835.0,63133,-52.0
601,26/05/2015,HOLD,-1,11798.0,11938.0,11592.0,11655.0,110767,-143.0
602,27/05/2015,HOLD,1,11657.5,11803.5,11602.5,11781.0,102323,123.5
603,28/05/2015,HOLD,-1,11745.5,11779.0,11608.0,11700.0,77166,-45.5
604,29/05/2015,HOLD,-1,11697.5,11722.0,11401.5,11434.5,118702,-263.0
605,01/06/2015,HOLD,-1,11499.0,11513.5,11346.0,11473.5,96792,-25.5
606,02/06/2015,HOLD,-1,11468.0,11487.5,11268.0,11328.0,110106,-140.0
607,03/06/2015,SELL,1,11344.0,11518.5,11298.0,11401.5,105609,57.5
608,04/06/2015,HOLD,-1,11369.0,11453.5,11186.0,11273.0,124407,-96.0
609,05/06/2015,HOLD,-1,11255.0,11291.0,11139.5,11190.0,103234,-65.0
610,08/06/2015,HOLD,-1,11201.5,11224.0,10991.5,11022.5,108484,-179.0
611,09/06/2015,HOLD,-1,11020.0,11072.0,10861.0,10964.0,123950,-56.0
612,10/06/2015,HOLD,1,10976.5,11306.5,10936.5,11262.5,118471,286.0
613,11/06/2015,HOLD,1,11260.5,11454.0,11238.0,11316.0,105349,55.5
614,12/06/2015,HOLD,-1,11310.5,11367.5,11066.0,11205.0,120028,-105.5
615,15/06/2015,HOLD,-1,11100.0,11117.0,10953.5,11020.0,96783,-80.0
616,16/06/2015,HOLD,1,10998.0,11076.5,10798.0,11068.5,107775,70.5
617,17/06/2015,HOLD,-1,11088.0,11119.5,10872.0,10917.0,93813,-171.0
618,18/06/2015,SELL,1,10875.0,11290.0,10805.0,11139.0,112127,264.0
619,19/06/2015,HOLD,-1,11093.0,11255.5,11000.0,11043.0,105651,-50.0
620,22/06/2015,HOLD,1,11224.0,11489.5,11214.5,11451.5,146497,227.5
621,23/06/2015,HOLD,1,11525.0,11643.0,11522.0,11578.0,111134,53.0
622,24/06/2015,HOLD,-1,11590.5,11595.0,11367.0,11414.5,115855,-176.0
623,25/06/2015,HOLD,1,11437.5,11610.0,11350.5,11443.0,114566,5.5
624,26/06/2015,HOLD,1,11400.0,11566.0,11372.0,11540.0,92105,140.0
625,29/06/2015,HOLD,1,10955.0,11293.0,10841.0,10979.0,156671,24.0
626,30/06/2015,HOLD,-1,11015.5,11140.0,10897.5,11006.0,166334,-9.5
627,01/07/2015,HOLD,1,11079.0,11287.5,10978.5,11175.0,132544,96.0
628,02/07/2015,BUY,-1,11176.5,11231.0,11071.0,11119.5,68634,-57.0
629,03/07/2015,HOLD,-1,11133.0,11134.5,11006.5,11112.5,61521,-20.5
630,06/07/2015,HOLD,1,10757.0,10997.0,10727.5,10869.0,116578,112.0
631,07/07/2015,HOLD,-1,10905.5,10949.5,10659.5,10893.0,137685,-12.5
632,08/07/2015,HOLD,-1,10761.0,10806.0,10650.0,10710.0,110210,-51.0
633,09/07/2015,HOLD,1,10806.0,11035.5,10780.5,10958.0,108100,152.0
634,10/07/2015,HOLD,1,11206.0,11403.0,11147.5,11399.5,112110,193.5
635,13/07/2015,HOLD,1,11326.0,11517.0,11254.0,11486.5,98673,160.5
636,14/07/2015,HOLD,1,11514.0,11548.5,11415.5,11531.0,65727,17.0
637,15/07/2015,HOLD,1,11535.0,11571.5,11478.0,11535.0,62784,0.0
638,16/07/2015,HOLD,1,11623.0,11791.5,11603.5,11735.0,86846,112.0
639,17/07/2015,SELL,-1,11737.5,11767.0,11650.5,11682.0,68088,-55.5
640,20/07/2015,HOLD,-1,11758.0,11807.0,11717.0,11750.0,53974,-8.0
