DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,CLASS
09/04/2013,7714,7735.5,7618,7673.5,116777,-1
10/04/2013,7663,7835.5,7662,7827,124585,1
11/04/2013,7819,7897.5,7796.5,7852.5,99656,1
12/04/2013,7840,7849,7735,7791,129312,-1
15/04/2013,7759,7784,7657.5,7664.5,131841,-1
16/04/2013,7693,7751.5,7647,7718,133495,1
17/04/2013,7708,7741,7481.5,7530,209132,-1
18/04/2013,7527,7566,7445,7478,155928,-1
19/04/2013,7505,7539.5,7422,7468,136753,-1
22/04/2013,7514,7545.5,7443.5,7501.5,119993,-1
23/04/2013,7485.5,7690,7450.5,7682,176254,1
24/04/2013,7678.5,7785,7660.5,7763.5,140300,1
