0,ACCURACY,MAXDRAWDOWN,EQUITY,EQUITY/MDD,TRAIN_SIZE,TEST_SIZE,FEATURE_SIZE,MIN_SAMPLES_LEAF,MAX_DEPTH,N_ESTIMATORS,LOSS
507,0.501937984,38425,3125,0.081327261,450,100,4,15,6,500,DEVIANCE
508,0.505668934,54150,3900,0.072022161,1000,200,4,10,6,1000,DEVIANCE
509,0.509753299,70887.5,4550,0.064186211,1000,500,2,10,3,1000,DEVIANCE
510,0.510732323,57150,3225,0.056430446,1500,200,2,10,6,50,DEVIANCE
511,0.508409154,47587.5,2612.5,0.054898871,1000,100,7,10,6,50,DEVIANCE
512,0.504535147,49900,2725,0.054609218,1000,200,4,10,3,1000,DEVIANCE
513,0.512117347,61225,2937.5,0.047978767,1500,100,2,10,3,1000,DEVIANCE
514,0.505813953,55287.5,1625,0.029391816,450,100,4,10,3,500,DEVIANCE
515,0.513513514,55350,1550,0.028003613,1500,150,2,10,3,500,DEVIANCE
516,0.514862285,43112.5,1175,0.027254277,1000,200,7,15,3,1000,DEVIANCE
517,0.4984319,38762.5,412.5,0.010641728,200,100,7,15,3,1000,DEVIANCE
518,0.506027397,34212.5,200,0.005845817,1000,150,4,10,3,1000,DEVIANCE
519,0.497488584,51525,250,0.004852014,200,150,4,10,3,500,DEVIANCE
520,0.51868012,38487.5,25,0.000649562,1000,200,7,15,3,50,DEVIANCE
521,0.50130397,46300,-250,-0.005399568,1000,500,7,10,6,50,DEVIANCE
522,0.527108434,67250,-975,-0.014498141,1500,500,2,10,6,100,DEVIANCE
523,0.504201681,51800,-1025,-0.019787645,1000,500,7,15,6,50,DEVIANCE
524,0.508072407,42600,-912.5,-0.021420188,450,150,4,10,3,500,DEVIANCE
525,0.510174419,59562.5,-1550,-0.026023085,450,100,4,10,3,50,DEVIANCE
526,0.510226343,60175,-1850,-0.030743664,1000,200,7,15,6,1000,DEVIANCE
527,0.50611546,47500,-1587.5,-0.033421053,450,150,4,10,3,1000,DEVIANCE
528,0.499773551,63937.5,-2362.5,-0.036950147,200,100,4,15,3,100,DEVIANCE
529,0.514112903,50575,-2162.5,-0.04275828,1000,500,4,15,6,1000,DEVIANCE
530,0.50374424,35775,-1612.5,-0.045073375,1000,500,4,10,3,1000,DEVIANCE
531,0.505590401,56525,-2575,-0.045555064,1000,200,7,10,6,1000,DEVIANCE
532,0.510576644,71212.5,-3975,-0.055818852,1000,500,7,10,3,50,DEVIANCE
533,0.505927764,43025,-2637.5,-0.061301569,1000,100,7,10,6,500,DEVIANCE
534,0.496150362,62837.5,-4087.5,-0.065048737,200,100,4,15,6,1000,DEVIANCE
535,0.511044451,54400,-3625,-0.066636029,1000,200,7,15,6,500,DEVIANCE
536,0.497488584,51137.5,-3500,-0.068442923,200,150,4,15,6,1000,DEVIANCE
537,0.503584229,46287.5,-3762.5,-0.081285444,200,100,7,10,3,1000,DEVIANCE
538,0.506310958,56725,-4700,-0.082855884,1000,500,2,10,6,1000,DEVIANCE
539,0.510617761,71437.5,-6275,-0.08783902,1500,150,2,15,6,1000,DEVIANCE
540,0.502422481,60725,-5450,-0.089748868,450,100,4,10,3,100,DEVIANCE
541,0.501826484,54250,-5175,-0.095391705,200,150,4,15,3,500,DEVIANCE
542,0.500684932,38425,-4525,-0.117761874,200,150,4,15,3,100,DEVIANCE
543,0.50941756,50612.5,-6175,-0.122005433,1000,500,7,10,6,1000,DEVIANCE
544,0.515792524,50362.5,-6325,-0.125589476,1000,500,7,10,3,100,DEVIANCE
545,0.508548247,52687.5,-7225,-0.1371293,1000,500,7,15,6,500,DEVIANCE
546,0.494247688,47900,-6587.5,-0.137526096,200,150,7,10,6,500,DEVIANCE
547,0.494247688,47900,-6587.5,-0.137526096,200,150,7,10,6,1000,DEVIANCE
548,0.507616487,48175,-6687.5,-0.138816814,200,100,7,10,6,500,DEVIANCE
549,0.507616487,48175,-6687.5,-0.138816814,200,100,7,10,6,1000,DEVIANCE
550,0.502690802,47862.5,-6837.5,-0.142857143,450,150,4,10,6,100,DEVIANCE
551,0.505442177,55937.5,-8550,-0.152849162,200,100,2,10,6,100,DEVIANCE
552,0.505454545,47675,-7450,-0.156266387,1000,150,7,15,6,1000,DEVIANCE
