NUMERO_PREDITTORI,COVERAGE,MEDIA_ACCURATEZZE,ACCURATEZZA_FINALE,MEDIE_INFERIORI,MAXDRAWDOWN,END,END/MDD,THRESHOLD
10,21.740387395200926,0.5133110380000001,0.5359042553191489,0,11600.0,54150.0,4.668103448275862,100.0%
10,45.59121133275513,0.5133110380000001,0.5256816740646797,0,14087.5,90650.0,6.434782608695652,90.0%
10,61.72304134142815,0.5133110380000001,0.5269320843091334,0,10762.5,123975.0,11.519163763066203,80.0%
20,12.055507372072853,0.5143818840000001,0.5515587529976019,0,8400.0,36412.5,4.334821428571429,100.0%
20,29.228100607111884,0.5143818840000001,0.5410484668644906,0,7337.5,77950.0,10.62350936967632,90.0%
20,45.533391153512575,0.5143818840000001,0.5352380952380953,0,13512.5,115850.0,8.57354301572618,80.0%
