NUMERO_PREDITTORI,COVERAGE,MEDIA_ACCURATEZZE,ACCURATEZZA_FINALE,MEDIE_INFERIORI,MAXDRAWDOWN,END,END/MDD,THRESHOLD
10,16.234887737478413,0.5133110380000001,0.4893617021276596,0,88750.0,-5175.0,-0.058309859154929575,100.0%
