NUMERO_PREDITTORI,COVERAGE,MEDIA_ACCURATEZZE,ACCURATEZZA_FINALE,MEDIE_INFERIORI,MAXDRAWDOWN,END,END/MDD,THRESHOLD
10,20.241593209271954,0.5133110380000001,0.5016129032258064,0,678.5,-8.0,-0.011790714812085483,100.0%
10,44.237675481554035,0.5133110380000001,0.5025830258302584,0,1147.0,-458.0,-0.3993025283347864,90.0%
