0,ACCURACY,MAXDRAWDOWN,EQUITY,EQUITY/MDD,TRAIN_SIZE,TEST_SIZE,FEATURE_SIZE,MIN_SAMPLES_LEAF,MAX_DEPTH,N_ESTIMATORS,LOSS
599,0.51785057,12.265,36.53,2.978393804,1000,150,7,15,6,100,DEVIANCE
600,0.521805274,12.83,39.1575,3.0520265,1500,500,7,10,6,1000,DEVIANCE
601,0.503496503,9.69,29.9775,3.093653251,1500,150,7,10,3,100,DEVIANCE
602,0.503061705,8.955,27.9,3.115577889,1500,200,7,15,3,500,DEVIANCE
603,0.503700962,12.825,40.1,3.126705653,1000,200,7,15,3,1000,DEVIANCE
604,0.515642252,12.71,39.915,3.140440598,1000,150,7,15,6,1000,DEVIANCE
605,0.528903904,11.7,37.0025,3.162606838,1000,150,2,10,3,50,DEVIANCE
606,0.508512213,12.02,38.445,3.198419301,1000,200,7,10,3,1000,DEVIANCE
607,0.514906146,12.645,40.94,3.237643337,1000,150,7,10,3,500,DEVIANCE
608,0.514063657,14.535,47.395,3.260749914,1000,200,7,15,6,50,DEVIANCE
609,0.513505402,10.295,34.6375,3.364497329,450,200,4,15,3,50,DEVIANCE
610,0.510127179,9.31,31.47,3.380236305,1500,200,7,15,3,50,DEVIANCE
611,0.50592154,12.425,42.51,3.421327968,1000,200,7,15,3,500,DEVIANCE
612,0.524334252,8.365,30.165,3.606096832,1500,200,2,10,3,100,DEVIANCE
613,0.517562724,12.865,47.01,3.654100272,1000,100,7,15,3,50,DEVIANCE
614,0.515308526,12,43.87,3.655833333,1500,200,7,15,6,50,DEVIANCE
615,0.510926573,10.99,42.3625,3.854640582,1500,150,7,10,3,1000,DEVIANCE
616,0.519713262,11.24,43.675,3.885676157,1500,100,7,10,3,500,DEVIANCE
617,0.514837494,8.585,33.395,3.889924286,1500,200,7,10,6,100,DEVIANCE
618,0.513065881,11.415,46.38,4.063074901,1000,150,7,10,3,1000,DEVIANCE
619,0.514433753,10.015,40.985,4.092361458,1000,200,7,10,6,50,DEVIANCE
620,0.516010305,10.475,44.665,4.263961814,1000,150,7,15,6,500,DEVIANCE
621,0.522845031,8.605,36.85,4.282393957,1500,200,7,10,3,100,DEVIANCE
