0,ACCURACY,MAXDRAWDOWN,EQUITY,EQUITY/MDD,TRAIN_SIZE,TEST_SIZE,FEATURE_SIZE,MIN_SAMPLES_LEAF,MAX_DEPTH,N_ESTIMATORS,LOSS
587,0.515061861,19987.5,87105,4.357973734,200,150,7,10,6,500,DEVIANCE
588,0.515061861,19987.5,87105,4.357973734,200,150,7,10,6,1000,DEVIANCE
589,0.542083333,22025,97422.5,4.423269012,1500,100,4,15,6,50,DEVIANCE
590,0.532312925,29100,128965,4.431786942,1000,200,4,15,3,100,DEVIANCE
591,0.534677419,25687.5,114970,4.475717762,1000,500,4,10,6,500,DEVIANCE
592,0.524193548,17600,80395,4.567897727,1000,500,4,10,6,50,DEVIANCE
593,0.529435484,20087.5,92665,4.613067828,1000,500,4,15,6,50,DEVIANCE
594,0.524096386,17500,81187.5,4.639285714,1000,500,2,10,6,500,DEVIANCE
595,0.532258065,17925,83350,4.649930265,1000,500,4,10,3,500,DEVIANCE
596,0.514246575,24350,114610,4.706776181,200,150,4,15,3,500,DEVIANCE
597,0.51826484,22475,105982.5,4.715572859,450,150,4,10,3,500,DEVIANCE
598,0.515646259,20312.5,96562.5,4.753846154,1000,100,2,10,6,500,DEVIANCE
599,0.513150685,21600,103085,4.772453704,200,150,4,15,3,1000,DEVIANCE
600,0.512820513,21850,104485,4.781922197,200,100,4,15,6,50,DEVIANCE
601,0.517751479,22462.5,108195,4.816694491,200,150,7,10,3,100,DEVIANCE
602,0.513986014,21812.5,105630,4.842636103,200,150,7,15,3,50,DEVIANCE
603,0.523972603,21612.5,108127.5,5.003007519,450,150,4,15,3,50,DEVIANCE
604,0.517482517,20137.5,103185,5.124022346,200,150,7,15,3,100,DEVIANCE
605,0.536546185,18675,95812.5,5.130522088,1000,500,2,15,6,50,DEVIANCE
606,0.532792427,19225,99920,5.19739922,1000,500,7,15,3,100,DEVIANCE
607,0.535483871,20650,107470,5.204358354,1000,500,4,10,3,1000,DEVIANCE
608,0.529749831,19537.5,105095,5.379142674,1000,500,7,10,3,100,DEVIANCE
609,0.54625,20075,108087.5,5.384184309,1500,100,4,15,3,100,DEVIANCE
610,0.517751479,22775,122680,5.386608123,200,150,7,10,6,100,DEVIANCE
611,0.523401826,17350,94722.5,5.459510086,450,150,4,10,3,50,DEVIANCE
612,0.523937601,20925,118460,5.661170848,200,150,7,15,3,500,DEVIANCE
613,0.520979021,19762.5,112310,5.682985452,200,150,7,15,6,500,DEVIANCE
614,0.519406393,17037.5,102357.5,6.007776963,450,150,4,10,3,1000,DEVIANCE
615,0.530241935,17625,106815,6.060425532,1000,500,4,10,3,100,DEVIANCE
616,0.530923695,18262.5,111022.5,6.07926078,1000,500,2,10,3,500,DEVIANCE
617,0.520441097,19900,126950,6.379396985,200,150,7,10,6,50,DEVIANCE
618,0.531451613,18262.5,119970,6.569199179,1000,500,4,15,6,500,DEVIANCE
619,0.531854839,16125,117610,7.293643411,1000,500,4,15,6,100,DEVIANCE
620,0.524543379,13575,102637.5,7.560773481,450,150,4,15,6,50,DEVIANCE
621,0.529109589,17600,143622.5,8.160369318,450,150,4,15,6,100,DEVIANCE
622,0.537096774,18312.5,153920,8.405187713,1000,500,4,15,3,1000,DEVIANCE
623,0.536693548,18312.5,154890,8.458156997,1000,500,4,15,3,500,DEVIANCE
,0.534274194,13375,129810,9.705420561,1000,500,4,15,6,1000,DEVIANCE
